emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image
150504,Near Eastern,61-14-2070,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Ring base, mended.",,,,,,,,,,,,http://www.penn.museum/collections/object/150504,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
76852,Near Eastern,61-14-2071,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated bowl, grey color, ring base.",,,,,,,,,,,52,http://www.penn.museum/collections/object/76852,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
86782,Near Eastern,61-14-2072,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Ring base, blackened interior, fire cracks in base area.",,,,,,,,,,,1753,http://www.penn.museum/collections/object/86782,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
180854,Near Eastern,61-14-2073,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, mended, large part of base missing.",,,,,,,,,,,,http://www.penn.museum/collections/object/180854,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
163384,Near Eastern,61-14-2074,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, intact except for small chips in rim.  Ring base.",,,,,,,,,,,,http://www.penn.museum/collections/object/163384,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
281220,Near Eastern,61-14-2075,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, with ring base.  Mended.",,,,,,,,,,,1377,http://www.penn.museum/collections/object/281220,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
56291,Near Eastern,61-14-2076,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, with ring base.  Rim beveled towards interior. Mended.",,,,,,,,,,,,http://www.penn.museum/collections/object/56291,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
28120,Near Eastern,61-14-2077,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, with ring base. Mended.",,,,,,,,,,,33-4-154,http://www.penn.museum/collections/object/28120,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
26078,Near Eastern,61-14-2078,Bowl,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Carinated, with ring base.  Mended.",,,,,,,,,,,88,http://www.penn.museum/collections/object/26078,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
354500,Near Eastern,81-6-165,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.4|I.1.38,http://www.penn.museum/collections/object/354500,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364709,Near Eastern,81-6-166,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.5|I.1.39,http://www.penn.museum/collections/object/364709,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364712,Near Eastern,81-6-168,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.18|I.1.61,http://www.penn.museum/collections/object/364712,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364713,Near Eastern,81-6-169,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.19,http://www.penn.museum/collections/object/364713,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364714,Near Eastern,81-6-170,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.21|I.1.57,http://www.penn.museum/collections/object/364714,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364715,Near Eastern,81-6-171,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Four examples (a-d),,,,,,,,,,,I.22 a-d|I.1.63,http://www.penn.museum/collections/object/364715,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364716,Near Eastern,81-6-172,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Six examples (a-f),,,,,,,,,,,I.26 a-f|I.1.68,http://www.penn.museum/collections/object/364716,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364717,Near Eastern,81-6-173,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.30|I.1.66,http://www.penn.museum/collections/object/364717,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364718,Near Eastern,81-6-174,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off,,,,,,,,,,,I. 32|B80 I. 167,http://www.penn.museum/collections/object/364718,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
345347,Near Eastern,81-6-175,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Six examples (a-f),,,,,,,,,,,I.42a-f|B80 \| I.1.70,http://www.penn.museum/collections/object/345347,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364757,Near Eastern,81-6-176,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Beck shaved off.  Three examples (a-c),,,,,,,,,,,I.47 a-c|B80 \| I.1.71 \| 6/17/80,http://www.penn.museum/collections/object/364757,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364760,Near Eastern,81-6-177,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Two examples (a-b),,,,,,,,,,,I.51 a-b|6/17/80 \| B80 \| I.1.71,http://www.penn.museum/collections/object/364760,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364761,Near Eastern,81-6-178,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Five examples (a-e),,,,,,,,,,,I.54 a-e|6/17/80 \| B80 \| I.1.72,http://www.penn.museum/collections/object/364761,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364764,Near Eastern,81-6-179,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Four examples (a-d),,,,,,,,,,,I.59 a-d,http://www.penn.museum/collections/object/364764,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364765,Near Eastern,81-6-180,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off. 2 shells (a-b),,,,,,,,,,,I.66 a-b|B80 \| I.1.81 \| 6/19/80,http://www.penn.museum/collections/object/364765,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364767,Near Eastern,81-6-181,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.  Three examples (a-c),,,,,,,,,,,I.67 a-c|B80 \| I.1.80 \| 6/19/80,http://www.penn.museum/collections/object/364767,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
354913,Near Eastern,81-6-182,Cowrie Shell,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.97|I.1.85 \| I.97 \| B80 \| 6/21/80,http://www.penn.museum/collections/object/354913,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
354914,Near Eastern,81-6-183,Cowrie Shells,,,Jordan|Baq'ah Valley,Cowrie Shell,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Back shaved off.,,,,,,,,,,,I.98|B80 \| I.1.87 \| 6/21/80,http://www.penn.museum/collections/object/354914,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364704,Near Eastern,81-6-51,Bracelet|Anklet,,,Jordan|Baq'ah Valley,Copper|Bronze,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Overlapping, offset, narrow-ended type with diamond-shaped section--large.",,,,,,,,,,,I.173|I.173,http://www.penn.museum/collections/object/364704,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364705,Near Eastern,81-6-55,Bracelet|Anklet,,,Jordan|Baq'ah Valley,Iron,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Open, offset, narrow-ended type with elliptical section.",,,,,,,,,,,I.226,http://www.penn.museum/collections/object/364705,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364706,Near Eastern,81-6-60,Bracelet|Anklet,,,Jordan|Baq'ah Valley,Iron,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Overlapping, offset, narrow-ended type with elliptical section.",,,,,,,,,,,I.202|I.1.110,http://www.penn.museum/collections/object/364706,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364707,Near Eastern,81-6-63,Bracelet Fragment|Anklet,,,Jordan|Baq'ah Valley,Iron,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Type indeterminable; small, elliptical section.  Two fragments.",,,,,,,,,,,I.123|I.1.97,http://www.penn.museum/collections/object/364707,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
352246,Near Eastern,81-6-149,Ring,,,Jordan|Baq'ah Valley,Copper Alloy,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Type indeterminable; elliptical section.  Four fragments.,,,,,,,,,,,I.221|I.1.115,http://www.penn.museum/collections/object/352246,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
347245,Near Eastern,81-6-155,Square,,,Jordan|Baq'ah Valley,Copper|Bronze,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,,,,,,,,,,,,I.40|I.1.74,http://www.penn.museum/collections/object/347245,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364708,Near Eastern,81-6-128,Ring,,,Jordan|Baq'ah Valley,Copper|Bronze,Iron Age IA,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Overlapping, flat band type.",,,,,,,,,,,I.93|I.1.85,http://www.penn.museum/collections/object/364708,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
356383,Near Eastern,81-14-649,Bowl|Rim,,,Jordan|Baq'ah Valley,Copper Alloy,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Rim fragments in various sizes and shapes.,,,,,,,,,,,B3.210,http://www.penn.museum/collections/object/356383,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
347781,Near Eastern,81-14-650,Bead,,,Jordan|Baq'ah Valley,Faience,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"circular standard barrel shape, broken in 2 pieces.<br /><br /><br />""Remarks:  This bead was found in a box with other B3 objects and labeled '184'.  This object is not any of the objects which have been published as '184'""",,,,,,,,,,,,http://www.penn.museum/collections/object/347781,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
353546,Near Eastern,81-14-658,Earring,,,Jordan|Baq'ah Valley,Copper Alloy,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Swollen hoop type.  ""Remarks:  Found with no label, stored in box with 81-14-215, 81-14-246, 81-14-247, 81-14-286, and 81-14-687.""",,,,,,,,,,,,http://www.penn.museum/collections/object/353546,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
352072,Near Eastern,81-14-284,Disc,,,Jordan|Baq'ah Valley,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Centrally pierced ceramic disc, red-orange",,,,,,,,,,,V.2.1|6/9/81,http://www.penn.museum/collections/object/352072,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
357085,Near Eastern,81-14-285,Bracelet,,,Jordan|Baq'ah Valley,Ceramic,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Irridescent glass bracelet fragment, circular cross-sections; surface looks twisted.",,,,,,,,,,,V.2.2|6/14/81,http://www.penn.museum/collections/object/357085,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
351662,Near Eastern,81-14-286,Glass Fragments,,,Jordan|Baq'ah Valley,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,3 green glass fragments with irridescent patina,,,,,,,,,,,Object 4a-c|6/16/81,http://www.penn.museum/collections/object/351662,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
355064,Near Eastern,81-14-287,Knife|Blade,,,Jordan|Baq'ah Valley,Iron,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Iron knife blade (?) with no ??? and broken point.  Curved and tapered to point.,,,,,,,,,,,V.5.20,http://www.penn.museum/collections/object/355064,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
348278,Near Eastern,81-14-288,Rim Fragment,,,Jordan|Baq'ah Valley,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Clear glass rim fragment,,,,,,,,,,,Object #6|6/17/81,http://www.penn.museum/collections/object/348278,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
353762,Near Eastern,81-14-289,Base Fragment,,,Jordan|Baq'ah Valley,Glass,,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Green irridescent round base fragment.  Center of base is raised.,,,,,,,,,,,V.2.7|6/17/81,http://www.penn.museum/collections/object/353762,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
355190,Near Eastern,81-14-290,Sphere,,,Jordan|Baq'ah Valley,Chert (uncertain),,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Red and cream stone spheroid.,,,,,,,,,,,V.2.8|B81,http://www.penn.museum/collections/object/355190,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364561,Near Eastern,81-14-209,Bracelet|Earring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Fragment.  Type indeterminable; circular section.,,,,,,,,,,,B3.135a,http://www.penn.museum/collections/object/364561,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364564,Near Eastern,81-14-210,Bracelet,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Three fragments.  Type indeterminable; circular section.,,,,,,,,,,,B3.149a-b,http://www.penn.museum/collections/object/364564,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364565,Near Eastern,81-14-211,Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Open, narrow-ended flat band with three parallel, equally spaced circumferential grooves.",,,,,,,,,,,B3.73,http://www.penn.museum/collections/object/364565,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364567,Near Eastern,81-14-212,Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Fragment.  Overlapping type with circular section.,,,,,,,,,,,B3.89,http://www.penn.museum/collections/object/364567,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364568,Near Eastern,81-14-213,Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Fragment.  Probably overlapping type with circular section.  Number 11.  Overlapping portion only.,,,,,,,,,,,B3.32,http://www.penn.museum/collections/object/364568,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364569,Near Eastern,81-14-214,Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,"Fragment.  Narrow-ended, overlapping flat band type.  Overlapping portion only.",,,,,,,,,,,B3.199,http://www.penn.museum/collections/object/364569,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364570,Near Eastern,81-14-215,Bracelet|Earring|Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Bracelet/earring/ring fragments.  Indeterminate type; circular section.,,,,,,,,,,,B3.264a-d,http://www.penn.museum/collections/object/364570,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364572,Near Eastern,81-14-216,Earring|Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Fragment.  Indeterminate type; circular section.,,,,,,,,,,,B3.11,http://www.penn.museum/collections/object/364572,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
364574,Near Eastern,81-14-217,Earring|Ring,,,Jordan|Baq'ah Valley|Jebel al-Qesir,Copper|Bronze,Late Bronze II,,,,"The Baq'ah Valley Project, Pat McGovern, 1981",,Fragment.  Indeterminate type; circular section.,,,,,,,,,,,B3.19,http://www.penn.museum/collections/object/364574,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
