Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-55983,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamin, fragment de corniche modillonaire en pierre[/t].
[-x-] 
(Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Corniche modillonnaire,Romaine,Haut-Empire,131,131,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553539,38.270009,,Site
IAS-COL-55984,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamin. Fragment d'un bloc architectural en pierre[/t].
[nl][-x-] 
[nl](Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Bloc,Romaine,Haut-Empire,131,131,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553539,38.270009,,Site
IAS-COL-55986,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Chapiteau hétérodoxe en pierre tendre (grande cour)[/t].
[nl][-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Chapiteau,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-55987,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Chapiteau de la cour sud[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Chapiteau,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-55988,"[t]Palmyre/[i]Tadmor[/i], quartier arabe[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Quartier,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-55989,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. [i]Thalamos[/i], assemblage de l'entablement[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Entablement,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, 1969, pl. LXXX, n°2, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,Site
IAS-COL-55990,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Merlon décoré[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553539,38.270009,,Site
IAS-COL-55991,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) à l'arrière du temple[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Tombe,Grecque,Hellénistique,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, 1969, pl. XXXVIII, n°2, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956, 34.553264,38.269978,,
IAS-COL-65502,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photo d'ambiance avec Christiane Dunant[/t].
[nl] [7.9 x 7.9 cm] 
[nl] (Photographie en noir et blanc) ",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65503,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl. Cour du temple[/t].
[nl] [11.2 x 8 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65504,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl. Vue de la cour du temple depuis la maison de fouille[/t].
[nl] [7.8 x 8 cm] 
[nl] (Photo en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65505,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Travaux d'anastylose[/t].
[nl] [8 x 7.8 cm] 
(Photographie en noir et blanc) [/t]
",IMMOBILIER,Elément architectonique,Colonne,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65506,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dégagement du portique T 2[/t]. 
[nl] [9.2 x 7.8 cm] 
[nl] (Photographie en noir et blanc)
[nl]Note au verso: &quot;Temple de Baalshamîn. Côté Nord. Fouilles 1954&quot;",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954,34.553048,38.269978,,
IAS-COL-65507,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du nord-est[/t].
[nl] [9.8 x 7.9 cm] 
[nl] (Photographie en noir et blanc)
[nl]Note au verso: &quot;Sanctuaire de Baalshamîn. Temple au portique Nord.&quot;",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°1, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65508,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl. Poutre du péristyle[/t].
[nl] [10.4 x 7.8 cm]  
[nl] (Photographie en noir et blanc) 
[nl] Relief illustrant un rite arabe. Quatre femmes vêtues d'une longue tunique et d'un voile suivent un chameau en procession. Le chameau porte un pavillon de cuir rouge, qobbah, qui contenait le ou les bétyles des dieux de la tribu. Les traces de polychromies ont aujourd'hui disparu.",IMMOBILIER,Elément architectonique,Poutre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,Palmyre,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65509,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl.  Poutre du péristyle, représentation du sanctuaire des dieux Aglibôl et Malakbel[/t].
[nl] [12 x 7.8 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Poutre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65510,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d’ensemble des ruines de la ville[/t] avec l'hôtel Zénobie au premier plan, l'arc de triomphe au deuxième et la citadelle en arrière-plan.
[nl] [11 x 8 cm]
[nl] (Photographie en noir et blanc)
[nl]Note au verso: &quot;[u]Palmyre[/u]. Vue générale des ruines (à droite, le temple de Baalshamîn)&quot;",IMMOBILIER,Ensemble urbanistique,Ville,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65511,"[t]Palmyre/[i]Tadmor[/i], château de Palmyre ou Qalaat Ibn Maan[/t].
[nl] [12 x 7.8 cm]
[nl] (Photographie en noir et blanc)
[nl] Note au verso: &quot;IV, 23&quot;
[nl] Construction mamelouk du 18e siècle de notre ère. Classé en 1980 au patrimoine mondial de l'Unesco. Placé en 2013 sur la liste des monuments en péril.",IMMOBILIER,Structure architecturale,Château,Moyen Âge,Mamelouke,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65512,"[t]Palmyre/[i]Tadmor[/i], Hôtel Zénobie. Photographie d'ambiance[/t] avec, de gauche à droite, Paul Collart et Jacques Vicari, lors d'un repas à l'Hôtel Zénobie.
[nl] [12.1 x 7.8 cm]
[nl] (Photographie en noir et blanc) 
Note au verso: &quot;D (?) II, 35&quot;",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65513,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl. Vue du temple depuis la maison de fouille[/t].
[nl] [8 x 8.6 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.547679,38.27405,,Bâtiment
IAS-COL-65514,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t] avec, de gauche à droite, Christiane Dunant, Jacques Vicari, Mme Fellmann et Rudolf Fellmann.
[nl] [7.8 x 7.8 cm] 
[nl] (Photographie en noir et blanc) 
nl] Repas à l'ombre des oliviers. Christiane Dunant, Jacques Vicari et Rudolf Fellmann.",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65515,"[t]Palmyre/[i]Tadmor[/i], arc monumental de Palmyre[/t].
[nl] [11.9 x 7.9 cm]
[nl] (Photo en noir et blanc) 
[nl] Construit sous Septime Sévère au début du 3e siècle de notre ère, il a été détruit en octobre 2015.",IMMOBILIER,Structure architecturale,Arc monumental,Romaine,Haut-Empire/Bas-Empire,193,211,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65516,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t] avec, de gauche à droite, Christiane Dunant, Jacques Vicari, Mme Fellmann et Rudolf Fellmann.
[nl] [11.5 x 7.8 cm] 
[nl] (Photographie en noir et blanc)
[nl] Repas à l'ombre des oliviers. Christiane Dunant, Jacques Vicari et Rudolf Fellmann.",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65517,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [9.8 x 7.8 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65518,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple avant les fouilles[/t].
[nl] [11.3 x 8.2 cm] 
[nl] (Photographie en noir et blanc) 
[nl] Note manuscrite au verso: &quot;[u]Palmyre[/u]. Temple de Baalshamîn (1953) avant les fouilles&quot;.",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1953,34.553048,38.269978,,
IAS-COL-65519,"[t]Palmyre/[i]Tadmor[/i], Paul Collart. Photographie d'ambiance avec Paul Collart[/t].
[nl] [6.2 x 9.4 cm]
[nl] (Photographie en noir et blanc) 
[nl]Note au verso: &quot;D[nl] IV, 8&quot;",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65520,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Photographie d'ambiance[/t] avec, de gauche à droite, Luc Boissonnas, Mme Boissonnas, Jacques Vicari, Rudolf Fellmann et Paul Collart.
[nl] [9.4 x 6.4 cm]
[nl] (Photographie en noir et blanc)
[nl]Note au verso: &quot;IV, 15&quot;",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954,34.553048,38.269978,,
IAS-COL-65521,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Travaux d'anastylose[/t].
[nl] [7.8 x 11.9 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Colonne,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXVII, n°3 et 4, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65522,"[t]Palmyre/[i]Tadmor[/i], vallée des Tombeaux. Tour d'Elahbel ([i]Kubbet el'Arus[/i])[/t].
[nl] [7.8 x 12.1 cm] 
[nl] (Photo en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Nécropole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65523,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du sud[/t].
[nl] [8 x 8 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°2, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65524,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t] avec Paul Collart.
[nl] [12.2 x 8 cm]
[nl] (Photographie en noir et blanc)",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65525,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t] avec, de gauche à droite, Paul Collart, Rudolf Fellmann, Jacques Vicari et Christiane Dunant.
[nl] [12.2 x 8 cm]
[nl] (Photographie en noir et blanc)",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65526,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t] avec de dos, à droite, Paul Collart.
[nl] [7.9 x 8 cm]
[nl] (Photographie en couleur) 
[nl] Note au verso: &quot;avril 1966. avec mes compliments, (???).",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1966,34.553048,38.269978,,
IAS-COL-65527,"[t]Palmyre/[i]Tadmor[/i]. Maison de fouille[/t].
[nl] [8 x 5 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Maison de fouille,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65528,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl. Maison de fouille[/t] dans l'enceinte du temple de Bêl.
[nl] [7.9 x 7.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Maison de fouille,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.547353,38.274126,,Bâtiment
IAS-COL-65529,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue aérienne du sanctuaire[/t].
[nl] [16.5 x 11.4 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIII, n°2, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65530,"[t]Palmyre/[i]Tadmor[/i], vallée des Tombeaux. Sépultures collectives sous forme de tombeaux-tours[/t].
[nl] [12 x 7.8 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Nécropole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65531,"[t]Palmyre/[i]Tadmor.[/i]Maison de fouille dans l'enceinte du temple de Bêl[/t].
[nl] [9.5 x 6.3 cm] 
[nl] (Photographie en noir et blanc) 
[nl]Note au verso: &quot;I, 26&quot;",IMMOBILIER,,,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,,,34.553048,38.269978,,
IAS-COL-65532,"[t]Palmyre/[i]Tadmor[/i], théâtre romain[/t]
[nl] [7.8 x 7.8 cm] 
[nl] (Photographie en noir et blanc) 
",IMMOBILIER,Structure architecturale,Théâtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65533,"[t]Palmyre/[i]Tadmor[/i], hypogée des Trois Frères. Peintures murales[/t]
[nl] [7.8 x 7.8 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Peinture murale/Fresque,Romaine,Haut-Empire,140,140,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,,,,
IAS-COL-65534,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl[/t].
[nl] [11.8 x 7.9 cm] 
[nl] (Photographie en noir et blanc) 
[nl] Il repose sur un haut podium et était entouré d'un péristyle dont huit colonnes subsistent encore. Les merlons qui couronnent le péristyle répondent à ceux de l'enceinte et trahissent une influence babylonienne.",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.547418,38.274148,,Bâtiment
IAS-COL-65535,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl[/t].
[nl] [12.0 x 7.8 cm] 
[nl] (Photographie en noir et blanc
[nl] Il repose sur un haut podium et était entouré d'un péristyle dont huit colonnes subsistent encore. Les merlons qui couronnent le péristyle répondent à ceux de l'enceinte et trahissent une influence babylonienne.",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.547418,38.274148,,Bâtiment
IAS-COL-65536,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, façade latérale nord[/t]
[nl] [11 x 7.9 cm] 
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°1, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65537,"[t]Palmyre/[i]Tadmor[/i], temple de Bêl[/t]
[nl] [11.9 x 7.9 cm]
[nl] (Photographie en noir et blanc) 
[nl] Il repose sur un haut podium et était entouré d'un péristyle dont huit colonnes subsistent encore. Les merlons qui couronnent le péristyle répondent à ceux de l'enceinte et trahissent une influence babylonienne.",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,32,32,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.547418,38.274148,,Bâtiment
IAS-COL-65538,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance.[/t]
[nl] [12.1 x 8 cm]
[nl] (Photographie en noir et blanc) 
",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65539,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t].
[nl] [12 x 8 cm]
[nl] (Photographie en noir et blanc) ",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65540,"[t]Palmyre/[i]Tadmor[/i]. Photographie d'ambiance[/t].
[nl] [9.5 x 6.6 cm]
[nl] (Photographie en noir et blanc) ",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65541,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. [i]Loculus[/i][/t]
[nl] [7.0 x 9.8 cm] 
[nl] (Photographie en noir et blanc)
[t]Note au verso: &quot;3/18A&quot;",IMMOBILIER,Elément architectonique,Loculus,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,Rudolf Fellmann,1954-1956,34.553264,38.269978,,Bâtiment
IAS-COL-65542,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. [i]Loculus[/i][/t]
[nl] [9.8 x 7 cm] 
[nl] (Photographie en noir et blanc) 
[u]Note au verso:&quot;4/9&quot;[/u]",IMMOBILIER,Elément architectonique,Loculus,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,Rudolf Fellmann,1954-1956,34.553264,38.269978,,Bâtiment
IAS-COL-65543,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dégagement du portique T 2[/t].
[nl] [6.3 x 9.5 cm] 
[nl] (Photographie en noir et blanc) 
[t]Note au verso: &quot;I, 29&quot;",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparait dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°1, (Bibliotheca Helvetica Romana 10).",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65544,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu de l'ouest[/t].
[nl] [6.9 x 6.8 cm] 
[nl] (Photographie en noir et blanc)
[nl]Note au verso: &quot;H | 10&quot;",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65545,"[t]Palmyre/[i]Tadmor[/i], vallée des Tombeaux. Sépultures collectives sous forme de tombeaux-tours[/t]
[nl] [12 x 7.6 cm] 
[nl] (Photographie en noir et blanc) 
[nl]Note au verso: &quot;D[nl]II, 19&quot;",IMMOBILIER,Ensemble urbanistique,Nécropole,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65546,"[t]Palmyre/[i]Tadmor[/i]. Vue d'ensemble du site de Palmyre[/t]
[nl] [16 x 11.5 cm] 
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Ville,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-65549,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Reproduction à l'échelle du temple[/t]
[nl] [10.8 x 8 cm] 
[nl] (Photographie en noir et blanc )
Note au verso: &quot;9(?)/36&quot;",,,,Moderne,,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
