,accession_credit_line,creator,culture,culture_area,curatorial_section,date_made,date_made_early,date_made_late,description,emuIRN,iconography,image_url,manufacture_locationlocus,material,measurement_height,measurement_length,measurement_outside_diameter,measurement_tickness,measurement_unit,measurement_width,native_name,object_name,object_number,other_numbers,period,provenience,technique,url
75,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,"Limestone. Incomplete, parts of man and wife standing facing right. He has staff and scepter.",84454,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273054.jpg""",,Limestone,,,,,,,,Stela,29-66-647,D3494,,Egypt|Dendereh,,http://www.penn.museum/collections/object/84454
76,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,,143806,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273246.jpg""",,Limestone,,24.0,,,cm,,,Stela,29-66-801,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/143806
77,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1898",,,,Egyptian,,,,Fragment of inscription.,59806,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276492.jpg""",,Limestone,,,,,,,,Fragment,E17865A,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/59806
78,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,Cornice of mastaba of Sennezsu.,219960,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276244.jpg""",,Limestone,,,,,,,,Architecture,E16793,,Seventh Dynasty|Eighth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/219960
79,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,Cornice fragment. From the cornice of mastaba of Adu II.,3855,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276235.jpg""",,Limestone,,,,,,,,Architecture,E16794B,,Sixth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/3855
80,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,Cornice fragment. From the cornice of mastaba of Adu II.,214596,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276253.jpg""",,Limestone,,,,,,,,Architecture,E16794D,,Sixth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/214596
81,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,Cornice fragment. From the cornice of mastaba of Adu II.,299680,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276308.jpg""",,Limestone,,,,,,,,Architecture,E16794F,,Sixth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/299680
82,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,Cornice fragment. From the cornice of mastaba of Adu II.,2141,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276313.jpg""",,Limestone,,,,,,,,Architecture,E16797,,Sixth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/2141
83,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1898",,,,Egyptian,,,,Fragment. Shows ankh sign. [For other fragments see E 17874-75],116097,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276521.jpg""",,Limestone,,,,,,,,Cornice,E17861,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/116097
84,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,"Limestone. Standing female figure facing right in relief with rectangular panel of inscription before her head, ""His beloved wife, Hathor-hotep.""",320525,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273043.jpg""",,Limestone,28.0,,,,cm,21.5,,Stela,29-66-640,D3249,,Egypt|Dendereh,,http://www.penn.museum/collections/object/320525
85,"Gift of Sara Yorke Stevenson, 1897",,,,Egyptian,,,,From the cornice of Mastaba of Sennezsu.,320303,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276302.jpg""",,Limestone,,,,,,,,Architecture,E16788,,Seventh Dynasty|Eighth Dynasty,Egypt|Dendereh,,http://www.penn.museum/collections/object/320303
86,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Inscribed fragment.,97528,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276496.jpg""",,Limestone,,,,,,,,Stela,E17816,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/97528
87,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt; Clarence Stanley Fisher, 1918",,,,Egyptian,,,,Inscribed fragment.,269486,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276581.jpg""",,Limestone,,,,,,,,Stela,E17826,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/269486
88,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Inscribed fragment.,1884,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276442.jpg""",,Limestone,,,,,,,,Stela,E17829,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/1884
89,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,Inscribed,334343,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273018.jpg""",,Limestone,8.5,,,,cm,5.0,,Fragment,29-66-605,D1982A,,Egypt|Dendereh,,http://www.penn.museum/collections/object/334343
90,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,,76433,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274414.jpg""",,Limestone|Ink,,,,,,,,Ostracon,69-29-196,67-462,,Egypt|Abydos,,http://www.penn.museum/collections/object/76433
91,"Distribution from the Egyptian Research Account, W.L.S. Loat, 1905",,,,Egyptian,,,,"Of Pay and Hent, adoring Tuthmosis III.",343648,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/275683.jpg""",,Limestone,,,,,,,,Stela,E11786,AES 3734,Nineteenth Dynasty,Egypt|Gurob,,http://www.penn.museum/collections/object/343648
92,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Fragment of relief. Relief of hippopotamus below which are traces of inscription.,210828,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276352.jpg""",,Limestone,,,,,,,,Fragment,E17323,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/210828
93,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Inscribed fragment.,48552,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276395.jpg""",,Limestone,,,,,,,,Object,E17821,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/48552
94,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Inscribed fragment.,200184,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276475.jpg""",,Limestone,,,,,,,,Stela,E17824,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/200184
95,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1898",,,,Egyptian,,,,Fragment of inscription.,291533,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276429.jpg""",,Limestone,,,,,,,,Fragment,E17872,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/291533
96,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1898",,,,Egyptian,,,,Fragment.,297860,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276457.jpg""",,Limestone,,,,,,,,Door Frame,E17877,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/297860
97,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Text and prow of funeral boat.,328748,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274400.jpg""",,Limestone,,,,,,,,Stela,69-29-111,68-13,,Egypt|Abydos,,http://www.penn.museum/collections/object/328748
98,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Text.,75997,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274390.jpg""",,Limestone,,,,,,,,Object,69-29-164,67-450,,Egypt|Abydos,,http://www.penn.museum/collections/object/75997
99,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,,107449,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274492.jpg""",,Limestone,,,,,,,,Mortar,69-29-367,67-545,,Egypt|Abydos,,http://www.penn.museum/collections/object/107449
100,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,"Hard limestone, inlaid with obsidian or glass, half cartouche of the Aten.",157828,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205160.jpg""",,Limestone|Obsidian,,,,,,,,Architecture|Block,E858,ES 858,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/157828
101,"Distribution from the Egypt Exploration Fund, William Flinders Petrie, 1898",,,,Egyptian,,,,Fragment.,187230,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276559.jpg""",,Limestone,,,,,,,,Stela,E17876,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/187230
102,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,Ornamentation in relief.,156992,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205804.jpg""",,Limestone,10.0,40.0,,,cm,,,Statuary,E2211A,ES 2211,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/156992
103,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Foot in relief.,210430,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205137.jpg""",,Sandstone,,,,,,,,Relief Fragment,E879,ES666,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/210430
104,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,Egyptian,,,,Ptah and Sekhmet on either side of offerings; much weathered,88975,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273305.jpg""",,Limestone,0.135,,,,m,0.098,,Stela,29-75-559,M2671,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/88975
105,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,Egyptian,,,,With crude relief of cow facing right. Broken in 3 pieces,238275,Bull,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273141.jpg""",,Limestone,6.6,,,1.3,cm,8.3,,Plaque,29-75-576,M9645,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/238275
106,"The Eckley B. Coxe Jr. Expedition to Mit-Rahineh (Memphis), Egypt, 1915-1920",,,,Egyptian,,,,Inscribed.,148592,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/273145.jpg""",,Schist,,4.4,,,cm,2.5,,Schist Fragment,29-75-579,M10470,,Egypt|Mit-Rahineh,,http://www.penn.museum/collections/object/148592
107,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,,,Egyptian,,,,,182358,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274159.jpg""",,Limestone,,,,,cm,15.0,,Stela,29-87-465,1801,,Egypt|Dra Abu El-Naga,,http://www.penn.museum/collections/object/182358
108,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment.,95847,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274273.jpg""",,Limestone|Paint,,,,,,,,Stela,69-29-104,67-678,,Egypt|Abydos,,http://www.penn.museum/collections/object/95847
109,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Cartouche fragment.,275534,Cartouche,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274420.jpg""",,Sandstone,,,,,,,,Object,69-29-168,67-622,,Egypt|Abydos,,http://www.penn.museum/collections/object/275534
110,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. With cartouche ending in hotep.,70645,Border,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274490.jpg""",,Limestone,,,,,,,,Relief,69-29-177,69-34,,Egypt|Abydos,,http://www.penn.museum/collections/object/70645
111,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Black ink inscription.,190229,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274482.jpg""",,Limestone|Ink,,,,,,,,Fragment,69-29-198,67-624,,Egypt|Abydos,,http://www.penn.museum/collections/object/190229
112,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539 - 1292 BC,-1540,-1291,"Fragment of alabaster relief showing the back of a princess's head and a column of text giving her epithets ""beloved of the Aten"" and ""born of the great royal wife...""",125939,Princess,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/166657.jpg""",,Alabaster|Limestone,,,,,,,,Relief,E1007D,ES837,New Kingdom|Eighteenth Dynasty,Egypt|El-Amarna,,http://www.penn.museum/collections/object/125939
113,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Red granite. A has two cartouches of the Aten incised.,298023,Cartouche,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205158.jpg""",,Granite,,,,,,,,Relief (uncertain),E2214A,472A|ES 2214,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/298023
114,"Gift of R. Stewart Culin, 1891",,,,Egyptian,,,,Fragment of relief sculpture.,319856,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/199565.jpg""",,Limestone,,,,,,,,Relief,E468B,ES 468,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/319856
115,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,foliage design,225993,Foliage,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/195369.jpg""",,Limestone,,,,,,,,Cornice Fragment,E650,ES650,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/225993
116,"Petrie Exploration; subscription of Mr & Mrs. Charles H. Cramp, 1894",,,,Egyptian,,,,"Limestone. Relief hand with ankh. Time of Amenemhat I or Senwosret I, c. 2000 B.C.  This and E 945 are parts of the same sculpture.",300079,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274769.jpg""",,Limestone,,,,,,,,Architecture,E944,ES 944,,Egypt|Coptos,,http://www.penn.museum/collections/object/300079
117,"Petrie Exploration; subscription of Mr & Mrs. Charles H. Cramp, 1894",,,,Egyptian,,,,"Black granite. Djed Pillar sign and girdle knots, tchet.",211912,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274875.jpg""",,Granite,,,,,,,,Architecture,E948,ES 948,,Egypt|Coptos,,http://www.penn.museum/collections/object/211912
118,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Hieroglyphs incised on one side.,185537,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/259910.jpg""",,Limestone,,,,,,,,Stela,69-29-107,67-690,,Egypt|Abydos,,http://www.penn.museum/collections/object/185537
119,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Figure of Horus. Painted.,325487,Horus,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274493.jpg""",,Limestone|Paint,,,,,,,,Stela,69-29-112,68-75,,Egypt|Abydos,,http://www.penn.museum/collections/object/325487
120,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,,,Egyptian,,,,Fragment. Man painted red with upraised arm. Another man (shoulder) in front.,44162,Male,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/274412.jpg""",,Limestone|Paint,,,,,,,,Relief,69-29-176,69-20,,Egypt|Abydos,,http://www.penn.museum/collections/object/44162
121,"Distribution from the American Exploration Society; Charles Rosher, 1898",,,,Egyptian,,,,Fragment. Kilt.,266710,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/276498.jpg""",,Limestone,,,,,,,,Stela,E17806,,,Egypt|Dendereh,,http://www.penn.museum/collections/object/266710
122,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,,322674,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205763.jpg""",,Limestone,,,,,,,,Statuary,E2211D,ES 2211,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/322674
123,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,Red granite.,304825,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205156.jpg""",,Granite,,,,,,,,Relief (uncertain),E2214B,ES 2214|472A,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/304825
124,"Gift of R. Stewart Culin, 1891",,,,Egyptian,,,,Fragment of relief sculpture.,168028,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/199564.jpg""",,Limestone,,,,,,,,Relief,E468A,ES 468,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/168028
125,"Gift of R. Stewart Culin, 1891",,,,Egyptian,1539- 1075 BC,-1540,-1074, Quartzite.  Inscribed with part of cartouche of Nefretiti.  Badly worn,127708,Cartouche|Nefertiti,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/199567.jpg""",,Quartzite,,,,,,,,Object,E470,ES 470,New Kingdom,Egypt|El-Amarna,Inscribed,http://www.penn.museum/collections/object/127708
126,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,"Inscribed ""Everlasting Eternity,"" (part of epithets of king) and ray of Aten",135046,Aten,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/462027.jpg""",,Alabaster,,,,,,,,Building Fragment|Slab,E572,ES582,,El-Amarna,Inscribed,http://www.penn.museum/collections/object/135046
127,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,"Fragment of the tapering,conical end of a balustrade inscribed with cartouche of Akhenaten",187120,Cartouche|Akhenaten,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/160032.jpg""",,Quartzite,12.0,,,,cm,22.0,,Balustrade,E651,ES651,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/187120
128,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Dark mottle granite.  Inscribed with cartouche of Ahkenaten,308596,Cartouche|Akhenaten,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/195389.jpg""",,Granite,,,,,,,,Building Fragment,E665,ES665,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,Inscribed,http://www.penn.museum/collections/object/308596
129,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,1539-1292 BC,-1540,-1291,Part of representation of water.,333110,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205159.jpg""",,Limestone,,,,,,,,Architecture|Slab,E859,ES 859,Eighteenth Dynasty|New Kingdom,Egypt|El-Amarna,,http://www.penn.museum/collections/object/333110
130,"Purchased from William Flinders Petrie, 1893",,,,Egyptian,,,,,126297,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/205139.jpg""",,Alabaster,,,,,,,,Stone Fragment,E866B,ES2215A,,Egypt|El-Amarna,,http://www.penn.museum/collections/object/126297
131,"The Eckley B. Coxe Jr. Expedition to Dendereh, Egypt;  Clarence Stanley Fisher, 1915-1923",,,,Egyptian,,,,"Limestone. Part of man's figure with staff and (scepter?), standing facing right. Servant holds bowl to lips. In front part a vertical band of inscription in relief.",280052,,"""https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/1600/272912.jpg""",,Limestone,,,,,,,,Stela,29-66-660,D3948,,Egypt|Dendereh,,http://www.penn.museum/collections/object/280052
